score,title,type,genres,studios,main_actors
6.05,Mangirl!,TV,Comedy Slice_of_Life,Earth_Star_Entertainment Doga_Kobo,Otaka_Moemi Ohashi_Ayaka Miyamoto_Kanako Komagata_Yuri 
6.65,HenSemi,OVA,Comedy Ecchi Seinen,Starchild_Records Xebec,Hanazawa_Kana Matsuyama_Takashi Ishida_Akira 
6.72,Hanaukyou_Maid-tai,TV,Comedy Ecchi Harem Romance,m.o.e. Daume,Kaida_Yuki Tanaka_Rie 
6.25,Yumeria,TV,Action Comedy Ecchi Harem Super_Power,ADV_Films Sentai_Filmworks Studio_Deen,Asano_Masumi Hatano_Wataru Arishima_Moyu Suzuki_Mariko Nakanishi_Tamaki Inoue_Kikuko Nakayama_Sara 
6.83,Nyanpire_The_Animation,TV,Supernatural Comedy,Gonzo,Gotou_Yuuko Sugiyama_Noriaki Koshimizu_Ami Fukuyama_Jun 
7.90,Hidamari_Sketch_x_365,TV,Slice_of_Life Comedy School,Aniplex Lantis TBS Movic Sentai_Filmworks Shaft,Gotou_Yuuko Mizuhashi_Kaori Shintani_Ryouko Asumi_Kana 
6.66,Akuma_no_Riddle:_Shousha_wa_Dare?_Nukiuchi_Test,Special,Action Ecchi Comedy Shoujo_Ai,Pony_Canyon FUNimation_Entertainment Diomedea,Suwa_Ayaka Kanemoto_Hisako 
7.50,Tengen_Toppa_Gurren_Lagann_Movie:_Lagann-hen_Special_-_Viral_no_Amai_Yume,OVA,Comedy,Gainax,Hiyama_Nobuyuki 
7.06,Rockman.EXE,TV,Action Adventure Comedy Game Mecha Sci-Fi Shounen,TV_Tokyo Shogakukan_Productions Nihon_Ad_Systems Half_H.P_Studio Viz_Media Xebec,Matsukaze_Masaya Higa_Kumiko Noda_Junko Saiga_Mitsuki Hyo-sei Hidaka_Noriko Kimura_Akiko Jou_Masako Mizuhashi_Kaori Minami_Omi 
7.19,Ojamajo_Doremi,TV,Comedy Magic,Asahi_Broadcasting_Corporation 4Kids_Entertainment Toei_Animation,Akiya_Tomoko Ishige_Sawa Chiba_Chiemi Nagasawa_Nao Matsuoka_Yuki 
5.69,Momo_Kyun_Sword,TV,Comedy Ecchi Fantasy,flying_DOG Sentai_Filmworks Project_No.9 Tri-Slash,Taketatsu_Ayana Tsuda_Minami 
7.61,Aa!_Megami-sama!_(TV)_Specials,Special,Magic Comedy Romance Supernatural Seinen,Bandai_Visual AIC Media_Blasters NYAV_Post,Inoue_Kikuko Kikuchi_Masami Hisakawa_Aya Touma_Yumi 
7.07,Carnival_Phantasm:_Illya-jou,Special,Parody Comedy,Notes Lerche,Suwabe_Junichi Sugiyama_Noriaki Canna_Nobutoshi Kawasumi_Ayako Kadowaki_Mai 
7.93,Detective_Conan_Movie_12:_Full_Score_of_Fear,Movie,Adventure Police Comedy Mystery Shounen,Shogakukan_Productions Tokyo_Movie_Shinsha Big_Bang TMS_Entertainment,Kuwashima_Houko Takayama_Minami Yamaguchi_Kappei Kamiya_Akira Yamazaki_Wakana 
7.38,Gakuen_Utopia_Manabi_Straight!,TV,Slice_of_Life Comedy School,Starchild_Records KlockWorx ASCII_Media_Works ufotable,Horie_Yui Hirano_Aya Nonaka_Ai Fujita_Saki Inoue_Marina 
7.18,Mermaid_Melody_Pichi_Pichi_Pitch_Pure,TV,Adventure Comedy Magic Romance Shoujo,Synergy_Japan Actas SynergySP,Kishio_Daisuke Terakado_Hitomi Nakada_Asumi Asano_Mayumi 
6.64,Kyoukai_no_Kanata:_Idol_Saiban!_Mayoi_Nagara_mo_Kimi_wo_Sabaku_Tami,ONA,Comedy,Sentai_Filmworks Kyoto_Animation,Toyota_Moe Taneda_Risa Chihara_Minori Yamaoka_Yuri 
7.06,Rinne_no_Lagrange_Season_2,TV,Action Comedy Mecha Sci-Fi,Production_I.G Bandai_Visual Yomiuri_Telecasting_Corporation flying_DOG Viz_Media Xebec,Seto_Asami Ishihara_Kaori Kayano_Ai 
6.75,Hagure_Yuusha_no_Aesthetica:_Hajirai_Ippai,Special,Comedy Ecchi,FUNimation_Entertainment Arms,Hanazawa_Kana Ueda_Kana Inoue_Marina Hikasa_Yoko Okamoto_Nobuhiko 
7.25,Shakugan_no_Shana_Movie_Special,Special,Adventure Comedy Fantasy Parody,J.C.Staff,Hino_Satoshi Kugimiya_Rie Kawasumi_Ayako 
6.91,Canvas_2:_Niji-iro_no_Sketch,TV,Comedy Drama Romance Slice_of_Life,DAX_Production Zexcs,Nazuka_Kaori Sakurai_Takahiro Nabatame_Hitomi 
7.03,Ichigo_100%_OVA,OVA,Comedy Ecchi Harem Romance School Shounen,Madhouse,Kobayashi_Sanae Suzumura_Kenichi Mizuki_Nana Toyoguchi_Megumi Noto_Mamiko 
7.97,Kyou_kara_Maou!_3rd_Series,TV,Adventure Comedy Fantasy Romance Shoujo,Studio_Deen,Miyata_Kouki Sakurai_Takahiro Saiga_Mitsuki Inoue_Kazuhiko Ootsuka_Akio Morikawa_Toshiyuki 
6.58,Hacka_Doll_The_Animation,TV,Comedy Sci-Fi,Avex_Pictures Trigger Creators_in_Pack,Takagi_Miyu Okuno_Kaya Yamashita_Nanami 
7.13,Mikakunin_de_Shinkoukei:_Mite._Are_ga_Watashitachi_no_Tomatteiru_Ryokan_yo.,Special,Comedy Romance Slice_of_Life,DAX_Production TOHO_animation Doga_Kobo,Hatano_Wataru Yoshida_Yuri Terui_Haruka Matsui_Eriko 
7.09,Dai_Mahou_Touge,OVA,Comedy Magic Supernatural,Media_Blasters Diomedea,Kawasumi_Ayako Shitaya_Noriko Saito_Chiwa Nakata_Jouji Satou_Rina 
7.50,Nodame_Cantabile_Special,Special,Slice_of_Life Comedy Romance Josei,J.C.Staff,Seki_Tomokazu Kawada_Shinji Kawasumi_Ayako Fujita_Yoshinori 
7.53,Cowboy_Bebop:_Yose_Atsume_Blues,Special,Action Adventure Space Comedy Drama Sci-Fi,Sunrise,Ishizuka_Unshou Yamadera_Kouichi Hayashibara_Megumi Tada_Aoi 
7.84,Yuru_Yuri_Nachuyachumi!+,Special,Comedy Shoujo_Ai Slice_of_Life,TYO_Animations,Mikami_Shiori Tsuda_Minami Ootsubo_Yuka Ookubo_Rumi 
6.78,Pokemon_Best_Wishes!_Season_2,TV,Action Adventure Comedy Fantasy Kids,TV_Tokyo MediaNet Half_H.P_Studio Studio_Jack The_Pokemon_Company_International OLM,Miyano_Mamoru Yuuki_Aoi Nakajima_Megumi Ootani_Ikue Matsumoto_Rica 
7.44,One_Piece:_Umi_no_Heso_no_Daibouken-hen,Special,Action Adventure Comedy Fantasy Shounen Super_Power,Toei_Animation,Tanaka_Mayumi Okamura_Akemi Nakai_Kazuya Hirata_Hiroaki Yamaguchi_Kappei 
7.45,Ookami_Shoujo_to_Kuro_Ouji_OVA,OVA,Comedy Romance School Shoujo,VAP TYO_Animations,Sakurai_Takahiro Itou_Kanae 
7.67,Haiyore!_Nyaruko-san_F,OVA,Sci-Fi Comedy Parody Romance,Sotsu Studio_Mausu DIVE_II_Entertainment Xebec,Yamamoto_Nozomi Matsuki_Miyu Kugimiya_Rie Asumi_Kana Kitamura_Eri 
6.56,Panty_&_Stocking_in_Sanitarybox,Special,Action Comedy Parody Dementia Supernatural Ecchi,FUNimation_Entertainment Gainax,Ogasawara_Arisa Ise_Mariya Nakamura_Takashi Ishii_Kouji Yoshino_Hiroyuki 
6.77,Sword_Art_Online_II:_Sword_Art_Offline_II,Special,Comedy,Aniplex I_was_a_Ballerina Aniplex_of_America A-1_Pictures,Matsuoka_Yoshitsugu Tomatsu_Haruka 
7.40,Baka_to_Test_to_Shoukanjuu:_Spinout!_Sore_ga_Bokura_no_Nichijou,Special,Comedy Romance School Super_Power,Silver_Link.,Katou_Emiri Miyata_Kouki Shimono_Hiro 
5.91,Military!,TV,Ecchi Slice_of_Life Comedy Military Seinen,DAX_Production Dream_Creation Creators_in_Pack,Sakura_Ayane Touyama_Nao Yamaya_Yoshitaka 
7.29,Ano_Natsu_de_Matteru:_Bokutachi_wa_Koukou_Saigo_no_Natsu_wo_Sugoshinagara,_Ano_Natsu_de_Matteiru.,Special,Comedy Drama Romance Sci-Fi Slice_of_Life,Geneon_Universal_Entertainment Sentai_Filmworks J.C.Staff,Ogihara_Hideki Shimazaki_Nobunaga Asumi_Kana Tomatsu_Haruka Ishihara_Kaori Tamura_Yukari 
7.97,Musekinin_Kanchou_Tylor,TV,Comedy Military Parody Sci-Fi Space,d-rights Nozomi_Entertainment Tatsunoko_Production,Amano_Yuri Tsujitani_Kouji Hayami_Show 
7.48,Fairy_Tail_OVA_(2016),OVA,Comedy Magic Ecchi Fantasy Shounen,A-1_Pictures,Horie_Yui Kakihara_Tetsuya Nakamura_Yuuichi Kugimiya_Rie Hirano_Aya Sato_Satomi Ohara_Sayaka 
7.06,Katte_ni_Kaizou,OVA,Comedy Parody School Sci-Fi Shounen,Shaft,Sakurai_Takahiro Iwao_Junko Kitamura_Eri Toyosaki_Aki Saito_Chiwa 
6.55,Futari_Ecchi,OVA,Comedy Ecchi Romance Seinen Slice_of_Life,Half_H.P_Studio Chaos_Project Media_Blasters,Kawakami_Tomoko Ueda_Yuji 
7.45,Papa_no_Iukoto_wo_Kikinasai!_OVA,OVA,Comedy Romance Slice_of_Life,feel.,Hatano_Wataru Igarashi_Hiromi Uesaka_Sumire Kitamura_Eri 
6.86,Pokemon:_Pikachu_no_Natsuyasumi,Movie,Comedy Fantasy Kids,4Kids_Entertainment Warner_Bros. OLM,Inuyama_Inuko Ootani_Ikue Koorogi_Satomi 
8.00,City_Hunter,TV,Action Comedy Mystery Shounen,Aniplex ADV_Films Sunrise,Ikura_Kazue Kamiya_Akira 
7.73,Katekyo_Hitman_Reborn!_Special,ONA,Comedy Shounen,Artland,Ichinose_Hidekazu Kondou_Takashi Takeuchi_Junko Neeko Kiuchi_Hidenobu Kokubun_Yukari Inoue_Suguru 
5.48,Wagamama_High_Spec,TV,Comedy School,Hobi_Animation AXsiZ,Ousaki_Chiyo Gotou_Mai Honda_Mariko Sakuragawa_Megu 
7.30,Ultra_Maniac,TV,Magic Comedy Romance School Shoujo,WAO_World Studio_Jack Geneon_Entertainment_USA Production_Reed,Kamiya_Hiroshi Chiba_Saeko Kanda_Akemi Horie_Yui Chiba_Susumu 
7.79,Higashi_no_Eden_Soushuuhen:_Air_Communication,Movie,Comedy Mystery Romance,Asmik_Ace_Entertainment FUNimation_Entertainment Production_I.G,Kimura_Ryouhei 
7.30,Majutsushi_Orphen,TV,Action Adventure Comedy Demons Fantasy Magic,Kadokawa_Shoten TBS Sentai_Filmworks J.C.Staff,Shiina_Hekiru Iizuka_Mayumi Minami_Omi Morikubo_Showtaro Ikura_Kazue 
8.23,Hajime_no_Ippo:_Boxer_no_Kobushi,Special,Comedy Drama Shounen Sports,VAP Geneon_Entertainment_USA Madhouse,Utsumi_Kenji Koyama_Rikiya 
7.32,Kodomo_no_Jikan:_Ni_Gakki,OVA,Comedy Ecchi School,Dream_Force Diomedea,Majima_Junji Shindou_Kei Kitamura_Eri Soumi_Yoko Kadowaki_Mai 
7.60,Shonan_Junai_Gumi!,OVA,Action Comedy School,Japan_Home_Video J.C.Staff Life_Work,Hori_Hideyuki Futamata_Issei 
6.82,Fight_Ippatsu!_Juuden-chan!!,TV,Ecchi Comedy Sci-Fi Shounen,Avex_Entertainment Genco Mobcast Media_Blasters Studio_Hibari,Takagaki_Ayahi Fukuhara_Kaori Takahashi_Hiroki 
7.94,Detective_Conan_Movie_09:_Strategy_Above_the_Depths,Movie,Adventure Comedy Mystery Police Shounen,TMS_Entertainment,Takayama_Minami Yamaguchi_Kappei Yamazaki_Wakana Kamiya_Akira 
7.23,Kodomo_no_Jikan_OVA,OVA,Comedy Ecchi School,Diomedea,Majima_Junji Shindou_Kei Kitamura_Eri Kadowaki_Mai 
7.17,Chuunibyou_demo_Koi_ga_Shitai!_Ren_Specials,Special,Comedy,Kyoto_Animation,Uesaka_Sumire Akasaki_Chinatsu Uchida_Maaya Asakura_Azumi 
7.46,Cardcaptor_Sakura:_Leave_It_to_Kero-chan,Movie,Comedy,NHK Kodansha Shelty Madhouse,Hisakawa_Aya Konishi_Katsuyuki 
7.86,Kuroko_no_Basket:_Mou_Ikkai_Yarimasen_ka,Special,Comedy School Shounen Sports,Production_I.G,Suwabe_Junichi Ono_Kensho 
8.04,Mahou_Shoujo_Lyrical_Nanoha:_The_Movie_1st,Movie,Action Comedy Drama Magic Super_Power,Aniplex Seven_Arcs,Tamura_Yukari Mizuki_Nana 
6.90,Doujin_Work,TV,Slice_of_Life Comedy,m.o.e. Media_Factory Media_Blasters Remic,Yasumoto_Hiroki Koyama_Kimiko Asano_Masumi Saitou_Momoko 
7.52,Slayers_Evolution-R,TV,Adventure Comedy Fantasy,FUNimation_Entertainment NYAV_Post J.C.Staff,Matsumoto_Yasunori Midorikawa_Hikaru Hayashibara_Megumi Kobayashi_Yumiko Suzuki_Masami 
7.97,Kuroko_no_Basket_2nd_Season_NG-shuu,Special,Comedy Sports,Production_I.G,Ono_Yuuki Ono_Kensho 
7.37,D.C.II_S.S.:_Da_Capo_II_Second_Season,TV,Fantasy Comedy Harem Romance Drama,Starchild_Records Lantis GANSIS feel.,Horie_Yui Takagaki_Ayahi Itou_Shizuka Asanuma_Shintaro Tamura_Yukari 
6.92,Bastard!!:_Ankoku_no_Hakaishin,OVA,Action Adventure Comedy Ecchi Fantasy Seinen,Shueisha Geneon_Entertainment_USA AIC,Yao_Kazuki Koyama_Yuka 
7.09,Hitsugi_no_Chaika_OVA,OVA,Action Adventure Comedy Fantasy Shounen,Sentai_Filmworks Bones,Hara_Yuuko Majima_Junji Anzai_Chika 
7.40,Nogizaka_Haruka_no_Himitsu:_Finale,OVA,Comedy Romance,Diomedea,Satou_Rina Hatano_Wataru Noto_Mamiko 
7.65,Yondemasu_yo,_Azazel-san._Z,TV,Comedy Demons Supernatural,Nozomi_Entertainment Production_I.G,Namikawa_Daisuke Onosaka_Masaya Kamiya_Hiroshi Satou_Rina 
7.76,Bokura_wa_Minna_Kawaisou:_Hajimete_no,Special,Slice_of_Life Comedy Romance School,Sentai_Filmworks Brain,s_Base 
6.92,Yuusha_ni_Narenakatta_Ore_wa_Shibushibu_Shuushoku_wo_Ketsui_Shimashita._OVA,OVA,Ecchi Fantasy Comedy Romance,Sentai_Filmworks Asread,Tadokoro_Azusa Uchida_Aya Koumoto_Keisuke 
6.96,Shin_Koihime†Musou,TV,Comedy Ecchi Fantasy Historical,Marvelous_Entertainment Sentai_Filmworks Doga_Kobo,Kurokawa_Nami Narumi_Erika Kobayashi_Maki Gotou_Mai Motoi_Emi Nishizawa_Hiroka 
6.64,Gokukoku_no_Brynhildr_Special,Special,Comedy Ecchi Harem Sci-Fi Seinen,VAP Sentai_Filmworks Arms,Taneda_Risa Osaka_Ryota Ichimichi_Mao Suzaki_Aya Tadokoro_Azusa Uchiyama_Yumi 
7.47,Tonari_no_Seki-kun_OVA,OVA,Comedy School Seinen,Shin-Ei_Animation,Shimono_Hiro Hanazawa_Kana 
6.83,Astarotte_no_Omocha!_EX,OVA,Comedy Demons Ecchi Fantasy Romance Seinen,Diomedea,Tamura_Yukari Satou_Rina Minaguchi_Yuko Kugimiya_Rie 
7.36,Kyouran_Kazoku_Nikki,TV,Comedy Sci-Fi,Lantis Nomad,Yasumoto_Hiroki Satou_Rina Hirohashi_Ryou Hanazawa_Kana Tomatsu_Haruka Fujimura_Ayumi Fujita_Yoshinori Kondou_Takayuki 
7.14,Toaru_Majutsu_no_Index-tan_II,Special,Comedy Parody,J.C.Staff,Abe_Atsushi Iguchi_Yuka 
6.10,Strange+,TV,Comedy Shoujo Slice_of_Life,Dream_Creation Seven,Seki_Tomokazu Okiayu_Ryotaro Yukino_Satsuki Fukuyama_Jun 
8.15,Prince_of_Tennis:_The_National_Tournament_Finals,OVA,Comedy School Shounen Sports,Nihon_Ad_Systems M.S.C Production_I.G,Minagawa_Junko Kaida_Yuki Tsuda_Kenjirou Kiyasu_Kohei Kawamoto_Naru Takahashi_Hiroki Onosaka_Masaya Kondou_Takayuki Okiayu_Ryotaro Nagai_Sachiko 
7.08,Dragon_Ball_Z:_Saiya-jin_Zetsumetsu_Keikaku,OVA,Adventure Comedy Fantasy Sci-Fi Shounen,Bandai Toei_Animation,Kusao_Takeshi Furukawa_Toshio Nozawa_Masako Nozawa_Masako Horikawa_Ryo 
7.52,Oruchuban_Ebichu,TV,Comedy Ecchi Seinen,Group_TAC Pioneer_LDC Gainax,Mitsuishi_Kotono Tomizawa_Michie 
7.30,Ro-Kyu-Bu!_SS,TV,Comedy Ecchi School Sports,AT-X Warner_Bros. KlockWorx Studio_Blanc ASCII_Media_Works Barnum_Studio Project_No.9,Ogura_Yui Kaji_Yuki Hidaka_Rina Hanazawa_Kana Iguchi_Yuka Hikasa_Yoko 
7.85,Hachimitsu_to_Clover_Specials,Special,Comedy Drama Josei Romance Slice_of_Life,Viz_Media J.C.Staff,Yamadera_Kouichi Hamada_Kenji Kamiya_Hiroshi Neya_Michiko Tsuchida_Hiroshi 
8.12,Digimon_Adventure_tri._3:_Kokuhaku,Movie,Action Adventure Comedy Drama,Bandai Ai_Addiction Toei_Animation,Sakamoto_Chika Yamaguchi_Mayumi Takeuchi_Junko Hosoya_Yoshimasa Tamura_Mutsumi Ikeda_Junya Morishita_Yukiko Arakawa_Miho Yamada_Kinoko Matsumoto_Miwa Shigematsu_Atori Yoshida_Hitomi Tokumitsu_Yuka Enoki_Junya Mimori_Suzuko Sakurai_Takahiro Hanae_Natsuki Ichimichi_Mao 
8.09,Prince_of_Tennis:_The_National_Tournament_Semifinals,OVA,Action Comedy Sports,M.S.C Production_I.G,Minagawa_Junko Kaida_Yuki Tsuda_Kenjirou Kiyasu_Kohei Kawamoto_Naru Takahashi_Hiroki Onosaka_Masaya Kondou_Takayuki Okiayu_Ryotaro 
7.34,Beelzebub:_Hirotta_Akachan_wa_Daimaou!?,Special,Action Supernatural Comedy School Demons Shounen,Shueisha Studio_Pierrot Pierrot_Plus,Sawashiro_Miyuki Mizushima_Takahiro Itou_Shizuka Konishi_Katsuyuki 
6.63,Nozoki_Ana,OVA,Comedy Drama Ecchi,Studio_Fantasia Toho,Kirigamine_Sara Hirakawa_Daisuke 
7.55,One_Piece:_Romance_Dawn_Story,OVA,Action Fantasy Comedy Super_Power Shounen,Toei_Animation,Tanaka_Mayumi Matsutani_Kaya 
6.68,Nyoro-n_Churuya-san,ONA,Comedy,Kadokawa_Shoten FUNimation_Entertainment Bandai_Entertainment Kyoto_Animation,Kuwatani_Natsuko Matsuoka_Yuki 
7.29,Mahoromatic_2,TV,Comedy Drama Ecchi Military Romance Sci-Fi,Pioneer_LDC Sentai_Filmworks Geneon_Entertainment_USA Gainax Shaft,Kawasumi_Ayako Shimizu_Ai Takimoto_Fujiko 
6.76,Anime_de_Wakaru_Shinryounaika,ONA,Comedy Seinen,Shin-Ei_Animation,Endou_Yurika Miki_Shinichiro 
6.77,MM!_Specials,Special,Comedy Ecchi School,Xebec,Taketatsu_Ayana Fukuyama_Jun Hayami_Saori 
7.86,One_Piece:_Episode_of_Luffy_-_Hand_Island_no_Bouken,Special,Action Adventure Comedy Fantasy Shounen Super_Power,Toei_Animation,Cho Yao_Kazuki Tanaka_Mayumi Okamura_Akemi Yamaguchi_Yuriko Nakai_Kazuya Hirata_Hiroaki Ootani_Ikue Yamaguchi_Kappei 
7.43,Himouto!_Umaru-chan:_Umaru-chan_Mou_Ikkai!,OVA,Comedy School Seinen Slice_of_Life,Doga_Kobo,Nojima_Kenji Tanaka_Aimi 
7.02,Futakoi_Alternative,TV,Comedy Drama Romance,Studio_Flag Lantis ufotable feel.,Seki_Tomokazu Kadowaki_Mai Mizuhashi_Kaori 
7.57,Minami-ke_Betsubara,OVA,Comedy Slice_of_Life,Asread,Chihara_Minori Satou_Rina Inoue_Marina 
6.12,Green_Green_OVA,OVA,Comedy Ecchi Romance School,Media_Factory,Nakayama_Sara Kisaichi_Atsushi 
7.37,Mangaka-san_to_Assistant-san_to_The_Animation_Specials,Special,Comedy Ecchi Harem Seinen Slice_of_Life,Lantis Zexcs,Matsuoka_Yoshitsugu Hayami_Saori Iguchi_Yuka Kugimiya_Rie Noto_Arisa 
6.91,Kono_Naka_ni_Hitori,_Imouto_ga_Iru!:_Ani,_Imouto,_Koibito,OVA,Comedy Ecchi Harem Romance School Seinen,Lantis TBS DAX_Production Studio_Gokumi,Sakura_Ayane Taketatsu_Ayana Sakurai_Takahiro Hidaka_Rina Oogame_Asuka Ishihara_Kaori 
7.98,Detective_Conan_Movie_07:_Crossroad_in_the_Ancient_Capital,Movie,Adventure Police Comedy Mystery Shounen,TMS_Entertainment,Takayama_Minami Yamaguchi_Kappei Horikawa_Ryo Yamazaki_Wakana Miyamura_Yuko 
7.20,Mikakunin_de_Shinkoukei:_Kamoniku_tte_Midori-ppoi_Aji_ga_Suru_no_ne.,OVA,Slice_of_Life Comedy Romance Seinen,DAX_Production TOHO_animation Doga_Kobo,Hatano_Wataru Yoshida_Yuri Terui_Haruka Matsui_Eriko 
8.21,Detective_Conan_Movie_10:_Requiem_of_the_Detectives,Movie,Adventure Police Comedy Mystery Shounen,TMS_Entertainment,Takayama_Minami Yamaguchi_Kappei Horikawa_Ryo Yamazaki_Wakana 
6.81,Azumanga_Web_Daioh,ONA,Comedy School Slice_of_Life,J.C.Staff,Saiga_Mitsuki Kawasumi_Ayako Saitou_Ayaka Yukino_Satsuki Hanba_Tomoe 
7.34,Ou_Dorobou_Jing,TV,Adventure Comedy Fantasy Sci-Fi Shounen,Aniplex ADV_Films Studio_Deen,Saiga_Mitsuki Nakao_Ryuusei 
7.16,Seiyou_Kottou_Yougashiten:_Antique,TV,Comedy Shoujo Shounen_Ai,Fuji_TV Sony_Music_Entertainment Nozomi_Entertainment Nippon_Animation SynergySP Shirogumi,Miyano_Mamoru Hanawa_Eiji Miki_Shinichiro Fujiwara_Keiji 
6.80,Gift:_Eternal_Rainbow,TV,Comedy Drama Harem Magic Romance School,Studio_Jack OLM,Tai_Yuuki Ooura_Fuyuka Shimizu_Ai Miyazaki_Ui 
6.68,Puni_Puni☆Poemii,OVA,Comedy Magic Sci-Fi Shounen,Victor_Entertainment ADV_Films J.C.Staff,Imai_Yuka Itou_Ryu Watanabe_Shinichi Kobayashi_Yumiko 
7.48,Gokusen,TV,Slice_of_Life Comedy Drama School Josei,VAP Studio_Jack Media_Blasters NYAV_Post Madhouse,Suzumura_Kenichi Hayamizu_Risa 
7.12,Gravitation:_Lyrics_of_Love,OVA,Comedy Romance Shoujo Shounen_Ai,Aniplex Animate_Film Movic Nozomi_Entertainment Plum,Matsumoto_Yasunori Orikasa_Ai Seki_Tomokazu Inoue_Kazuhiko 
7.47,Yozakura_Quartet:_Hoshi_no_Umi,OVA,Action Magic Comedy Super_Power Supernatural Shounen,KMMJ_Studios Purple_Cow_Studio_Japan Tatsunoko_Production,Matayoshi_Ai Kaji_Yuki Sawashiro_Miyuki Fukuen_Misato 
8.25,Maison_Ikkoku,TV,Comedy Drama Romance Slice_of_Life,Kitty_Films Viz_Media Studio_Deen,Futamata_Issei Sakamoto_Chika Aoki_Kazuyo Shimamoto_Sumi Mita_Yuko Chiba_Shigeru 
6.95,Naruto:_The_Cross_Roads,Special,Action Adventure Comedy Shounen,Studio_Pierrot,Nakamura_Chie Inoue_Kazuhiko Koyasu_Takehito Sugiyama_Noriaki Takeuchi_Junko 
7.35,One_Piece:_Jango_no_Dance_Carnival,Movie,Comedy Fantasy Shounen,Toei_Animation,Takagi_Wataru Tanaka_Mayumi Okamura_Akemi Nakai_Kazuya Hirata_Hiroaki Yamaguchi_Kappei 
6.35,Bonjour♪Koiaji_Pâtisserie,ONA,Slice_of_Life Comedy Harem Romance Shoujo,VAP Nippon_Television_Network_Corporation Silver_Link. Connect,Kakihara_Tetsuya Kimura_Ryouhei Ishikawa_Yui Ishikawa_Kaito Midorikawa_Hikaru 
6.91,Monster_Farm:_Enbanseki_no_Himitsu,TV,Action Adventure Comedy Fantasy,ADV_Films Discotek_Media TMS_Entertainment,Uchida_Naoya Sasaki_Nozomu Kouda_Mariko Shiratori_Yuri Kosugi_Juurouta Yao_Kazuki Yokoyama_Chisa Takagi_Wataru 
8.20,Ookiku_Furikabutte:_Natsu_no_Taikai-hen,TV,Comedy Sports,Aniplex Mainichi_Broadcasting_System TBS Kodansha Movic Rakuonsha Nozomi_Entertainment A-1_Pictures,Nakamura_Yuuichi Yonaga_Tsubasa 
7.97,Jungle_wa_Itsumo_Hare_nochi_Guu,TV,Slice_of_Life Comedy School,Bandai_Visual Sotsu FUNimation_Entertainment Shin-Ei_Animation,Watanabe_Naoko Aikawa_Rikako Morota_Kaoru 
7.07,Battle_Programmer_Shirase,TV,Comedy Ecchi Sci-Fi,AIC,Fukuen_Misato Nakai_Kazuya 
6.79,Pokemon:_Pichu_to_Pikachu,Movie,Adventure Comedy Fantasy Kids,4Kids_Entertainment Warner_Bros. OLM,Inuyama_Inuko Ootani_Ikue 
6.00,Rio:_Rainbow_Gate!,TV,Comedy Ecchi Game,Avex_Entertainment Pony_Canyon Media_Blasters Xebec,Taketatsu_Ayana Takahashi_Chiaki Inoue_Marina 
6.42,Meganebu!,TV,Comedy School Slice_of_Life,TOHO_animation Sentai_Filmworks Studio_Deen,Tamaru_Atsushi Miyata_Kouki Kimura_Ryouhei Suwabe_Junichi Akabane_Kenji 
7.33,Kyou_no_5_no_2,OVA,Comedy Ecchi School Seinen,Shinkuukan,Kadowaki_Mai Kuwashima_Houko 
7.28,Papa_no_Iukoto_wo_Kikinasai!:_Pokkapoka,Special,Comedy Romance Slice_of_Life,feel.,Hatano_Wataru Igarashi_Hiromi Uesaka_Sumire Kitamura_Eri 
7.14,Air_Master,TV,Action Comedy Martial_Arts Seinen,VAP Nippon_Television_Network_Corporation Geneon_Entertainment_USA Toei_Animation,Park_Romi Kaneda_Tomoko Asano_Masumi Yukana Suzuki_Mariko 
7.02,Bakuten_Shoot_Beyblade_G_Revolution,TV,Action Adventure Comedy Sci-Fi Shounen Sports,d-rights Nelvana Madhouse,Takano_Urara Kumai_Motoko Hisakawa_Aya Orikasa_Ai Nagasawa_Nao 
6.80,Fate/kaleid_liner_Prisma☆Illya:_Undoukai_de_Dance!,OVA,Comedy Magic Fantasy,Sentai_Filmworks Silver_Link.,Nazuka_Kaori Kadowaki_Mai 
7.14,Onegai☆Twins:_Natsu_wa_Owaranai,OVA,Comedy Drama Romance,Bandai_Visual WOWOW Lantis Nozomi_Entertainment Bandai_Entertainment Daume,Namikawa_Daisuke Nakahara_Mai Shimizu_Ai 
6.95,Shin_Tenchi_Muyou!,TV,Comedy Harem Romance Sci-Fi Shounen,AIC Pioneer_LDC FUNimation_Entertainment Geneon_Entertainment_USA,Kobayashi_Yuko Orikasa_Ai Iizuka_Mayumi Mizutani_Yuuko Amano_Yuri Yokoyama_Chisa Takada_Yumi Kikuchi_Masami Yajima_Akiko 
6.60,Yoru_no_Yatterman,TV,Action Adventure Comedy Drama,Yomiuri_Telecasting_Corporation Starchild_Records Lantis Half_H.P_Studio FUNimation_Entertainment Tatsunoko_Production,Itou_Shizuka Miyake_Kenta Yoshino_Hiroyuki Kitamura_Eri Hirata_Hiroaki 
7.93,To_LOVE-Ru_Darkness_2nd_Specials,Special,Comedy Ecchi Harem Romance School Sci-Fi Shounen,Magic_Capsule Sentai_Filmworks Xebec,Toyosaki_Aki Fukuen_Misato Iguchi_Yuka Watanabe_Akeno 
